state	pollName	year	startDate	endDate	numberOfRespondents	democratic	republican	someoneElse	undecided	refuseToAnswer	finalTwoPartyVSDemocratic	finalTwoPartyVSRepublican	election	electionDate
AZ	YouGov	2008	NA	2008-10-25	682	46	50	NA	NA	NA	45.686099279	54.313900721	Pres	2008-11-04
CA	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-25	500	61	34	NA	NA	NA	62.2784495943	37.7215504057	Pres	2008-11-04
CA	YouGov	2008	NA	2008-10-25	999	55	40	NA	NA	NA	62.2784495943	37.7215504057	Pres	2008-11-04
CO	National Journal	2008	NA	2008-10-25	409	48	44	NA	NA	NA	54.5506346925	45.4493653075	Pres	2008-11-04
CO	YouGov	2008	NA	2008-10-25	685	55	40	NA	NA	NA	54.5506346925	45.4493653075	Pres	2008-11-04
CT	YouGov	2008	NA	2008-10-25	704	58	37	NA	NA	NA	61.3183382486	38.6816617514	Pres	2008-11-04
DE	YouGov	2008	NA	2008-10-25	346	59	37	NA	NA	NA	62.6381386487	37.3618613513	Pres	2008-11-04
FL	National Journal	2008	NA	2008-10-25	408	45	44	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
FL	Suffolk University	2008	NA	2008-10-25	600	49	44	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
FL	YouGov	2008	NA	2008-10-25	1001	49	47	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
FL	Zogby Analytics, telephone	2008	NA	2008-10-25	603	47.2	46.9	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
GA	YouGov	2008	NA	2008-10-25	910	47	50	NA	NA	NA	47.3716644927	52.6283355073	Pres	2008-11-04
HI	YouGov	2008	NA	2008-10-25	337	56	34	NA	NA	NA	72.993725876	27.006274124	Pres	2008-11-04
IA	YouGov	2008	NA	2008-10-25	795	52	41	NA	NA	NA	54.8487777851	45.1512222149	Pres	2008-11-04
ID	YouGov	2008	NA	2008-10-25	372	36	59	NA	NA	NA	36.9754101943	63.0245898057	Pres	2008-11-04
IL	YouGov	2008	NA	2008-10-25	783	58	39	NA	NA	NA	62.7342640459	37.2657359541	Pres	2008-11-04
IN	YouGov	2008	NA	2008-10-25	789	45	53	NA	NA	NA	50.5219534446	49.4780465554	Pres	2008-11-04
IN	Zogby Analytics, telephone	2008	NA	2008-10-25	601	44	50.2	NA	NA	NA	50.5219534446	49.4780465554	Pres	2008-11-04
KS	YouGov	2008	NA	2008-10-25	499	41	52	NA	NA	NA	42.3877241802	57.6122758198	Pres	2008-11-04
KY	YouGov	2008	NA	2008-10-25	486	41	53	NA	NA	NA	41.7665724112	58.2334275888	Pres	2008-11-04
LA	Loyola University (New Orleans)	2008	NA	2008-10-25	475	40	43	NA	NA	NA	40.5428258373	59.4571741627	Pres	2008-11-04
LA	YouGov	2008	NA	2008-10-25	436	45	52	NA	NA	NA	40.5428258373	59.4571741627	Pres	2008-11-04
MA	YouGov	2008	NA	2008-10-25	705	57	39	NA	NA	NA	63.1970782145	36.8029217855	Pres	2008-11-04
MD	YouGov	2008	NA	2008-10-25	475	60	35	NA	NA	NA	62.9300872888	37.0699127112	Pres	2008-11-04
ME	YouGov	2008	NA	2008-10-25	486	51	42	NA	NA	NA	58.829524983	41.170475017	Pres	2008-11-04
MI	YouGov	2008	NA	2008-10-25	973	55	42	NA	NA	NA	58.3713015784	41.6286984216	Pres	2008-11-04
MN	YouGov	2008	NA	2008-10-25	699	51	45	NA	NA	NA	55.2293749985	44.7706250015	Pres	2008-11-04
MO	YouGov	2008	NA	2008-10-25	684	47	49	NA	NA	NA	49.9324208535	50.0675791465	Pres	2008-11-04
MO	Zogby Analytics, telephone	2008	NA	2008-10-25	600	48.2	45.7	NA	NA	NA	49.9324208535	50.0675791465	Pres	2008-11-04
MS	YouGov	2008	NA	2008-10-25	417	42	55	NA	NA	NA	43.3580690097	56.6419309903	Pres	2008-11-04
MT	YouGov	2008	NA	2008-10-25	368	44	54	NA	NA	NA	48.8321620504	51.1678379496	Pres	2008-11-04
NC	National Journal	2008	NA	2008-10-25	402	47	43	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NC	YouGov	2008	NA	2008-10-25	955	51	47	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NC	Zogby Analytics, telephone	2008	NA	2008-10-25	600	49.7	46.4	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
ND	YouGov	2008	NA	2008-10-25	271	43	50	NA	NA	NA	45.5913437143	54.4086562857	Pres	2008-11-04
NE	YouGov	2008	NA	2008-10-25	407	38	57	NA	NA	NA	42.3927443188	57.6072556812	Pres	2008-11-04
NH	YouGov	2008	NA	2008-10-25	516	54	40	NA	NA	NA	54.8685411224	45.1314588776	Pres	2008-11-04
NJ	Strategic Vision, LLC	2008	NA	2008-10-25	800	53	38	NA	NA	NA	57.8646298702	42.1353701298	Pres	2008-11-04
NJ	YouGov	2008	NA	2008-10-25	777	55	40	NA	NA	NA	57.8646298702	42.1353701298	Pres	2008-11-04
NM	YouGov	2008	NA	2008-10-25	457	53	43	NA	NA	NA	57.6649000201	42.3350999799	Pres	2008-11-04
NV	Suffolk University	2008	NA	2008-10-25	450	50	40	NA	NA	NA	56.3867381227	43.6132618773	Pres	2008-11-04
NV	YouGov	2008	NA	2008-10-25	494	51	46	NA	NA	NA	56.3867381227	43.6132618773	Pres	2008-11-04
NV	Zogby Analytics, telephone	2008	NA	2008-10-25	601	48.2	44	NA	NA	NA	56.3867381227	43.6132618773	Pres	2008-11-04
NY	YouGov	2008	NA	2008-10-25	988	58	38	NA	NA	NA	63.5766329069	36.4233670931	Pres	2008-11-04
OH	Marist College	2008	NA	2008-10-25	661	48	45	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OH	National Journal	2008	NA	2008-10-25	404	48	41	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OH	YouGov	2008	NA	2008-10-25	990	51	45	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OH	Zogby Analytics, telephone	2008	NA	2008-10-25	601	49.7	45.1	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OK	SoonerPoll.com	2008	NA	2008-10-25	720	34.8	61.6	NA	NA	NA	34.35491888	65.64508112	Pres	2008-11-04
OK	YouGov	2008	NA	2008-10-25	491	39	58	NA	NA	NA	34.35491888	65.64508112	Pres	2008-11-04
OR	YouGov	2008	NA	2008-10-25	698	54	43	NA	NA	NA	58.4137211799	41.5862788201	Pres	2008-11-04
PA	YouGov	2008	NA	2008-10-25	1009	51	44	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
RI	YouGov	2008	NA	2008-10-25	365	58	37	NA	NA	NA	64.1981375114	35.8018624886	Pres	2008-11-04
SC	YouGov	2008	NA	2008-10-25	728	44	52	NA	NA	NA	45.4555708116	54.5444291884	Pres	2008-11-04
SD	YouGov	2008	NA	2008-10-25	352	43	52	NA	NA	NA	45.7042927646	54.2957072354	Pres	2008-11-04
TN	YouGov	2008	NA	2008-10-25	653	44	53	NA	NA	NA	42.3685281999	57.6314718001	Pres	2008-11-04
TX	YouGov	2008	NA	2008-10-25	972	43	54	NA	NA	NA	44.0640632524	55.9359367476	Pres	2008-11-04
UT	YouGov	2008	NA	2008-10-25	395	34	61	NA	NA	NA	35.4736386315	64.5263613685	Pres	2008-11-04
VA	National Journal	2008	NA	2008-10-25	404	48	44	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
VA	YouGov	2008	NA	2008-10-25	772	52	45	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
VA	Zogby Analytics, telephone	2008	NA	2008-10-25	600	52	44.8	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
VT	Research 2000	2008	NA	2008-10-25	400	57	36	NA	NA	NA	68.8991817439	31.1008182561	Pres	2008-11-04
VT	YouGov	2008	NA	2008-10-25	275	62	32	NA	NA	NA	68.8991817439	31.1008182561	Pres	2008-11-04
WA	YouGov	2008	NA	2008-10-25	797	53	43	NA	NA	NA	58.7520268018	41.2479731982	Pres	2008-11-04
WI	Strategic Vision, LLC	2008	NA	2008-10-25	800	50	41	NA	NA	NA	57.0556782461	42.9443217539	Pres	2008-11-04
WI	University of Wisconsin (Badger Poll)	2008	NA	2008-10-25	538	52	42	NA	NA	NA	57.0556782461	42.9443217539	Pres	2008-11-04
WI	YouGov	2008	NA	2008-10-25	976	53	41	NA	NA	NA	57.0556782461	42.9443217539	Pres	2008-11-04
WV	YouGov	2008	NA	2008-10-25	404	43	52	NA	NA	NA	43.3262562302	56.6737437698	Pres	2008-11-04
WV	Zogby Analytics, telephone	2008	NA	2008-10-25	600	40.4	50.3	NA	NA	NA	43.3262562302	56.6737437698	Pres	2008-11-04
WY	YouGov	2008	NA	2008-10-25	246	29	67	NA	NA	NA	33.4379766428	66.5620233572	Pres	2008-11-04
AK	YouGov	2008	NA	2008-10-25	358	44	42	NA	NA	NA	50.6597547934	49.3402452066	Sen	2008-11-04
AL	YouGov	2008	NA	2008-10-25	452	26	54	NA	NA	NA	36.5633446608	63.4366553392	Sen	2008-11-04
CO	National Journal	2008	NA	2008-10-25	409	51	36	NA	NA	NA	55.4065288188	44.5934711812	Sen	2008-11-04
CO	YouGov	2008	NA	2008-10-25	685	51	36	NA	NA	NA	55.4065288188	44.5934711812	Sen	2008-11-04
DE	YouGov	2008	NA	2008-10-25	346	58	31	NA	NA	NA	64.68651258	35.31348742	Sen	2008-11-04
GA	YouGov	2008	NA	2008-10-25	910	37	43	NA	NA	NA	48.4472049689	51.5527950311	Sen	2008-11-04
IA	YouGov	2008	NA	2008-10-25	795	56	36	NA	NA	NA	62.7078101641	37.2921898359	Sen	2008-11-04
ID	YouGov	2008	NA	2008-10-25	372	31	56	NA	NA	NA	37.1679396677	62.8320603323	Sen	2008-11-04
IL	YouGov	2008	NA	2008-10-25	783	54	31	NA	NA	NA	70.3955736105	29.6044263895	Sen	2008-11-04
KS	YouGov	2008	NA	2008-10-25	499	32	56	NA	NA	NA	37.7741929946	62.2258070054	Sen	2008-11-04
KY	YouGov	2008	NA	2008-10-25	486	42	49	NA	NA	NA	47.03438043	52.96561957	Sen	2008-11-04
LA	Loyola University (New Orleans)	2008	NA	2008-10-25	475	49	34	NA	NA	NA	53.2638812165	46.7361187835	Sen	2008-11-04
LA	YouGov	2008	NA	2008-10-25	436	52	39	NA	NA	NA	53.2638812165	46.7361187835	Sen	2008-11-04
MA	YouGov	2008	NA	2008-10-25	705	55	32	NA	NA	NA	68.0456091012	31.9543908988	Sen	2008-11-04
ME	YouGov	2008	NA	2008-10-25	486	35	55	NA	NA	NA	38.6164877495	61.3835122505	Sen	2008-11-04
MI	YouGov	2008	NA	2008-10-25	793	52	29	NA	NA	NA	64.9303252324	35.0696747676	Sen	2008-11-04
MN	YouGov	2008	NA	2008-10-25	699	40	39	NA	NA	NA	50.0064331338	49.9935668662	Sen	2008-11-04
MS	YouGov	2008	NA	2008-10-25	417	28	56	NA	NA	NA	38.56495374	61.43504626	Sen	2008-11-04
MT	YouGov	2008	NA	2008-10-25	368	60	32	NA	NA	NA	72.92	27.08	Sen	2008-11-04
NC	National Journal	2008	NA	2008-10-25	402	45	43	NA	NA	NA	54.3729351618	45.6270648382	Sen	2008-11-04
NC	YouGov	2008	NA	2008-10-25	955	48	42	NA	NA	NA	54.3729351618	45.6270648382	Sen	2008-11-04
NE	YouGov	2008	NA	2008-10-25	407	34	53	NA	NA	NA	41.0534945686	58.9465054314	Sen	2008-11-04
NH	YouGov	2008	NA	2008-10-25	516	49	41	NA	NA	NA	53.2723184208	46.7276815792	Sen	2008-11-04
NJ	Strategic Vision, LLC	2008	NA	2008-10-25	800	49	41	NA	NA	NA	57.1828559679	42.8171440321	Sen	2008-11-04
NJ	YouGov	2008	NA	2008-10-25	777	48	34	NA	NA	NA	57.1828559679	42.8171440321	Sen	2008-11-04
NM	YouGov	2008	NA	2008-10-25	457	54	33	NA	NA	NA	61.32799126	38.67200874	Sen	2008-11-04
OK	SoonerPoll.com	2008	NA	2008-10-25	720	41	51.3	NA	NA	NA	40.8745646204	59.1254353796	Sen	2008-11-04
OK	YouGov	2008	NA	2008-10-25	491	39	50	NA	NA	NA	40.8745646204	59.1254353796	Sen	2008-11-04
OR	YouGov	2008	NA	2008-10-25	698	44	43	NA	NA	NA	51.7739200553	48.2260799447	Sen	2008-11-04
RI	YouGov	2008	NA	2008-10-25	365	64	25	NA	NA	NA	73.4044842473	26.5955157527	Sen	2008-11-04
SC	YouGov	2008	NA	2008-10-25	728	31	47	NA	NA	NA	42.3436190341	57.6563809659	Sen	2008-11-04
SD	YouGov	2008	NA	2008-10-25	352	60	35	NA	NA	NA	62.49169234	37.50830766	Sen	2008-11-04
TN	YouGov	2008	NA	2008-10-25	653	30	53	NA	NA	NA	32.6940703893	67.3059296107	Sen	2008-11-04
TX	YouGov	2008	NA	2008-10-25	972	35	47	NA	NA	NA	43.8648610835	56.1351389165	Sen	2008-11-04
VA	National Journal	2008	NA	2008-10-25	404	60	31	NA	NA	NA	65.8483495812	34.1516504188	Sen	2008-11-04
VA	YouGov	2008	NA	2008-10-25	773	58	33	NA	NA	NA	65.8483495812	34.1516504188	Sen	2008-11-04
WV	YouGov	2008	NA	2008-10-25	404	55	37	NA	NA	NA	63.73782557	36.26217443	Sen	2008-11-04
WY	YouGov	2008	NA	2008-10-25	246	25	68	NA	NA	NA	24.2837746375	75.7162253625	Sen	2008-11-04
MS	YouGov	2008	NA	2008-10-25	417	40	48	NA	NA	NA	45.04	54.96	Sen	2008-11-04
WY	YouGov	2008	NA	2008-10-25	246	29	63	NA	NA	NA	26.5612161052	73.4387838948	Sen	2008-11-04
IN	Research 2000	2008	NA	2008-10-26	800	40	54	NA	NA	NA	40.9601634321	59.0398365679	Gov	2008-11-04
MO	SurveyUSA	2008	NA	2008-10-26	672	55	38	NA	NA	NA	59.6527068437	40.3472931563	Gov	2008-11-04
NC	Public Policy Polling	2008	NA	2008-10-26	1038	47	44	NA	NA	NA	51.7489711934	48.2510288066	Gov	2008-11-04
WA	Strategic Vision, LLC	2008	NA	2008-10-26	800	49	47	NA	NA	NA	53.3	46.7	Gov	2008-11-04
AZ	CNN/Opinion Research Corp.	2008	NA	2008-10-26	807	43	49	NA	NA	NA	45.686099279	54.313900721	Pres	2008-11-04
AZ	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-26	500	46	51	NA	NA	NA	45.686099279	54.313900721	Pres	2008-11-04
CO	CNN/Opinion Research Corp.	2008	NA	2008-10-26	774	50	43	NA	NA	NA	54.5506346925	45.4493653075	Pres	2008-11-04
CO	InsiderAdvantage	2008	NA	2008-10-26	636	51	42	NA	NA	NA	54.5506346925	45.4493653075	Pres	2008-11-04
CO	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-26	1000	50	46	NA	NA	NA	54.5506346925	45.4493653075	Pres	2008-11-04
FL	CNN/Opinion Research Corp.	2008	NA	2008-10-26	747	50	45	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
FL	Datamar	2008	NA	2008-10-26	630	49.2	44.4	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
FL	Los Angeles Times	2008	NA	2008-10-26	639	50	43	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
FL	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-26	1000	51	47	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
GA	CNN/Opinion Research Corp.	2008	NA	2008-10-26	690	46	50	NA	NA	NA	47.3716644927	52.6283355073	Pres	2008-11-04
IN	Research 2000	2008	NA	2008-10-26	800	47	47	NA	NA	NA	50.5219534446	49.4780465554	Pres	2008-11-04
MN	Humphrey Institute	2008	NA	2008-10-26	451	56	37	NA	NA	NA	55.2293749985	44.7706250015	Pres	2008-11-04
MO	CNN/Opinion Research Corp.	2008	NA	2008-10-26	825	46	48	NA	NA	NA	49.9324208535	50.0675791465	Pres	2008-11-04
MO	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-26	1000	48	47	NA	NA	NA	49.9324208535	50.0675791465	Pres	2008-11-04
MO	SurveyUSA	2008	NA	2008-10-26	672	48	48	NA	NA	NA	49.9324208535	50.0675791465	Pres	2008-11-04
NC	CNN/Opinion Research Corp.	2008	NA	2008-10-26	667	52	46	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NC	Public Policy Polling	2008	NA	2008-10-26	1038	49	48	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NC	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-26	1000	48	49	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NH	University of New Hampshire	2008	NA	2008-10-26	652	58	33	NA	NA	NA	54.8685411224	45.1314588776	Pres	2008-11-04
NJ	Fairleigh Dickinson University (PublicMind)	2008	NA	2008-10-26	852	53	35	NA	NA	NA	57.8646298702	42.1353701298	Pres	2008-11-04
NV	CNN/Opinion Research Corp.	2008	NA	2008-10-26	684	50	43	NA	NA	NA	56.3867381227	43.6132618773	Pres	2008-11-04
OH	CNN/Opinion Research Corp.	2008	NA	2008-10-26	779	50	43	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OH	Los Angeles Times	2008	NA	2008-10-26	644	49	40	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OH	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-26	1000	49	45	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OR	SurveyUSA	2008	NA	2008-10-26	672	57	38	NA	NA	NA	58.4137211799	41.5862788201	Pres	2008-11-04
PA	CNN/Opinion Research Corp.	2008	NA	2008-10-26	768	53	41	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
PA	InsiderAdvantage	2008	NA	2008-10-26	588	53	45	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
PA	Muhlenberg College	2008	NA	2008-10-26	610	53	42	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
VA	CNN/Opinion Research Corp.	2008	NA	2008-10-26	721	51	42	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
VA	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-26	1000	51	47	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
VA	SurveyUSA	2008	NA	2008-10-26	671	52	43	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
WA	Strategic Vision, LLC	2008	NA	2008-10-26	800	54	42	NA	NA	NA	58.7520268018	41.2479731982	Pres	2008-11-04
CO	CNN/Opinion Research Corp.	2008	NA	2008-10-26	774	53	43	NA	NA	NA	55.4065288188	44.5934711812	Sen	2008-11-04
GA	CNN/Opinion Research Corp.	2008	NA	2008-10-26	690	44	53	NA	NA	NA	48.4472049689	51.5527950311	Sen	2008-11-04
MN	Humphrey Institute	2008	NA	2008-10-26	451	41	37	NA	NA	NA	50.0064331338	49.9935668662	Sen	2008-11-04
NC	CNN/Opinion Research Corp.	2008	NA	2008-10-26	667	53	44	NA	NA	NA	54.3729351618	45.6270648382	Sen	2008-11-04
NC	Public Policy Polling	2008	NA	2008-10-26	1038	48	45	NA	NA	NA	54.3729351618	45.6270648382	Sen	2008-11-04
NH	University of New Hampshire	2008	NA	2008-10-26	652	50	36	NA	NA	NA	53.2723184208	46.7276815792	Sen	2008-11-04
NJ	Fairleigh Dickinson University (PublicMind)	2008	NA	2008-10-26	852	52	32	NA	NA	NA	57.1828559679	42.8171440321	Sen	2008-11-04
OR	SurveyUSA	2008	NA	2008-10-26	672	49	42	NA	NA	NA	51.7739200553	48.2260799447	Sen	2008-11-04
VA	ABC News/Washington Post	2008	NA	2008-10-26	671	63	32	NA	NA	NA	65.8483495812	34.1516504188	Sen	2008-11-04
VA	SurveyUSA	2008	NA	2008-10-26	671	63	32	NA	NA	NA	65.8483495812	34.1516504188	Sen	2008-11-04
VA	Virginia Commonwealth University	2008	NA	2008-10-26	671	61	27	NA	NA	NA	65.8483495812	34.1516504188	Sen	2008-11-04
IN	Selzer & Company	2008	NA	2008-10-27	600	36	54	NA	NA	NA	40.9601634321	59.0398365679	Gov	2008-11-04
UT	Dan Jones & Associates	2008	NA	2008-10-27	1205	16	77	NA	NA	NA	20.2258726899	79.7741273101	Gov	2008-11-04
WA	SurveyUSA	2008	NA	2008-10-27	630	50	48	NA	NA	NA	53.3	46.7	Gov	2008-11-04
AK	Dittman Research	2008	NA	2008-10-27	489	37	56	NA	NA	NA	38.9352150833	61.0647849167	Pres	2008-11-04
AR	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-27	500	44	54	NA	NA	NA	39.8282793923	60.1717206077	Pres	2008-11-04
GA	InsiderAdvantage	2008	NA	2008-10-27	637	47	48	NA	NA	NA	47.3716644927	52.6283355073	Pres	2008-11-04
IN	Selzer & Company	2008	NA	2008-10-27	606	45.9	45.3	NA	NA	NA	50.5219534446	49.4780465554	Pres	2008-11-04
MI	EPIC-MRA	2008	NA	2008-10-27	600	50	38	NA	NA	NA	58.3713015784	41.6286984216	Pres	2008-11-04
MS	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-27	500	45	53	NA	NA	NA	43.3580690097	56.6419309903	Pres	2008-11-04
NJ	Research 2000	2008	NA	2008-10-27	600	54	38	NA	NA	NA	57.8646298702	42.1353701298	Pres	2008-11-04
NV	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-27	700	50	46	NA	NA	NA	56.3867381227	43.6132618773	Pres	2008-11-04
NV	Research 2000	2008	NA	2008-10-27	600	50	45	NA	NA	NA	56.3867381227	43.6132618773	Pres	2008-11-04
OH	Columbus Dispatch	2008	NA	2008-10-27	2167	52	46	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OH	SurveyUSA	2008	NA	2008-10-27	648	49	45	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
PA	Marist College	2008	NA	2008-10-27	713	55	41	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
PA	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-27	500	53	46	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
SC	Princeton Survey Research Associates International	2008	NA	2008-10-27	400	42	53	NA	NA	NA	45.4555708116	54.5444291884	Pres	2008-11-04
UT	Dan Jones & Associates	2008	NA	2008-10-27	1205	32	57	NA	NA	NA	35.4736386315	64.5263613685	Pres	2008-11-04
VA	Marist College	2008	NA	2008-10-27	671	51	47	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
WA	SurveyUSA	2008	NA	2008-10-27	630	56	39	NA	NA	NA	58.7520268018	41.2479731982	Pres	2008-11-04
GA	InsiderAdvantage	2008	NA	2008-10-27	637	44	46	NA	NA	NA	48.4472049689	51.5527950311	Sen	2008-11-04
KY	Garin-Hart-Yang Research Group	2008	NA	2008-10-27	502	45	47	NA	NA	NA	47.03438043	52.96561957	Sen	2008-11-04
MI	EPIC-MRA	2008	NA	2008-10-27	600	54	36	NA	NA	NA	64.9303252324	35.0696747676	Sen	2008-11-04
NJ	Research 2000	2008	NA	2008-10-27	600	56	39	NA	NA	NA	57.1828559679	42.8171440321	Sen	2008-11-04
MS	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-27	500	43	54	NA	NA	NA	45.04	54.96	Sen	2008-11-04
DE	SurveyUSA	2008	NA	2008-10-28	657	62	27	NA	NA	NA	67.8391959799	32.1608040201	Gov	2008-11-04
NC	Tel Opinion Research	2008	NA	2008-10-28	600	45	43	NA	NA	NA	51.7489711934	48.2510288066	Gov	2008-11-04
NH	Strategic Vision, LLC	2008	NA	2008-10-28	800	67	24	NA	NA	NA	71.7791411043	28.2208588957	Gov	2008-11-04
NH	Suffolk University	2008	NA	2008-10-28	600	67	15	NA	NA	NA	71.7791411043	28.2208588957	Gov	2008-11-04
NH	University of New Hampshire	2008	NA	2008-10-28	688	68	18	NA	NA	NA	71.7791411043	28.2208588957	Gov	2008-11-04
AK	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-28	500	41	57	NA	NA	NA	38.9352150833	61.0647849167	Pres	2008-11-04
AL	SurveyUSA	2008	NA	2008-10-28	650	36	61	NA	NA	NA	39.1090972433	60.8909027567	Pres	2008-11-04
AZ	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-28	625	44	48	NA	NA	NA	45.686099279	54.313900721	Pres	2008-11-04
CO	Marist College	2008	NA	2008-10-28	682	51	45	NA	NA	NA	54.5506346925	45.4493653075	Pres	2008-11-04
DE	SurveyUSA	2008	NA	2008-10-28	657	63	33	NA	NA	NA	62.6381386487	37.3618613513	Pres	2008-11-04
IA	Research 2000	2008	NA	2008-10-28	600	53	39	NA	NA	NA	54.8487777851	45.1512222149	Pres	2008-11-04
KS	SurveyUSA	2008	NA	2008-10-28	626	37	58	NA	NA	NA	42.3877241802	57.6122758198	Pres	2008-11-04
KY	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-28	817	42	51	NA	NA	NA	41.7665724112	58.2334275888	Pres	2008-11-04
KY	Research 2000	2008	NA	2008-10-28	600	39	56	NA	NA	NA	41.7665724112	58.2334275888	Pres	2008-11-04
MA	SurveyUSA	2008	NA	2008-10-28	658	56	39	NA	NA	NA	63.1970782145	36.8029217855	Pres	2008-11-04
MI	Mitchell Research & Communications	2008	NA	2008-10-28	600	54	40	NA	NA	NA	58.3713015784	41.6286984216	Pres	2008-11-04
MI	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-28	500	53	43	NA	NA	NA	58.3713015784	41.6286984216	Pres	2008-11-04
MI	Strategic Vision, LLC	2008	NA	2008-10-28	1200	54	41	NA	NA	NA	58.3713015784	41.6286984216	Pres	2008-11-04
MN	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-28	625	48	40	NA	NA	NA	55.2293749985	44.7706250015	Pres	2008-11-04
MN	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-28	500	55	43	NA	NA	NA	55.2293749985	44.7706250015	Pres	2008-11-04
MN	Research 2000	2008	NA	2008-10-28	600	53	38	NA	NA	NA	55.2293749985	44.7706250015	Pres	2008-11-04
MS	Research 2000	2008	NA	2008-10-28	600	40	53	NA	NA	NA	43.3580690097	56.6419309903	Pres	2008-11-04
NC	Tel Opinion Research	2008	NA	2008-10-28	600	47	46	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NH	Strategic Vision, LLC	2008	NA	2008-10-28	800	50	41	NA	NA	NA	54.8685411224	45.1314588776	Pres	2008-11-04
NH	Suffolk University	2008	NA	2008-10-28	600	53	40	NA	NA	NA	54.8685411224	45.1314588776	Pres	2008-11-04
NM	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-28	500	54	44	NA	NA	NA	57.6649000201	42.3350999799	Pres	2008-11-04
NY	SurveyUSA	2008	NA	2008-10-28	633	62	33	NA	NA	NA	63.5766329069	36.4233670931	Pres	2008-11-04
OR	Research 2000	2008	NA	2008-10-28	600	55	39	NA	NA	NA	58.4137211799	41.5862788201	Pres	2008-11-04
PA	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-28	625	47	43	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
PA	Strategic Vision, LLC	2008	NA	2008-10-28	1200	49	44	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
WI	Research 2000	2008	NA	2008-10-28	600	53	42	NA	NA	NA	57.0556782461	42.9443217539	Pres	2008-11-04
